"time","t","rh","ws","wd","pc","p","date","day"
2022-09-02 22:00:00,21.15,73,2.07,154,0,1010.15,2022-09-02,29
2022-09-04 00:00:00,18.83,76,1.17,162,0,1013.72,2022-09-04,31
2022-09-04 01:00:00,18.07,75,1.43,147,0,1013.91,2022-09-04,31
2022-09-04 02:00:00,17.75,74,1.4,161,0,1013.99,2022-09-04,31
2022-09-04 03:00:00,18.18,74,1.59,162,0,1014.15,2022-09-04,31
2022-09-04 04:00:00,19.26,69,2.3,165,0,1014.47,2022-09-04,31
2022-09-04 05:00:00,20.89,66,1.58,160,0,1014.88,2022-09-04,31
2022-09-04 06:00:00,22.82,62,1.14,144,0,1015.29,2022-09-04,31
2022-09-04 07:00:00,24.87,56,0.57,124,0,1015.77,2022-09-04,31
2022-09-04 08:00:00,26.81,51,0,180,0,1016.26,2022-09-04,31
2022-09-04 09:00:00,28.5,45,0.12,360,0,1016.5,2022-09-04,31
2022-09-04 10:00:00,29.78,41,0,259,0,1016.33,2022-09-04,31
2022-09-04 11:00:00,30.71,37,0.47,203,0,1015.91,2022-09-04,31
2022-09-04 12:00:00,30.9,34,2.45,179,0,1015.5,2022-09-04,31
2022-09-04 13:00:00,30.4,37,3.25,180,0,1015.16,2022-09-04,31
2022-09-04 14:00:00,29.13,41,3.67,173,0,1014.82,2022-09-04,31
2022-09-04 15:00:00,27.62,49,3.99,164,0,1014.62,2022-09-04,31
2022-09-04 16:00:00,26.06,55,4.29,164,0,1014.57,2022-09-04,31
2022-09-04 17:00:00,24.67,59,4.54,163,0,1014.64,2022-09-04,31
2022-09-04 18:00:00,23.48,61,4.31,162,0,1014.89,2022-09-04,31
2022-09-04 19:00:00,22.52,63,4.24,163,0,1015.41,2022-09-04,31
2022-09-04 20:00:00,21.74,65,4.28,160,0,1016.1,2022-09-04,31
2022-09-04 21:00:00,21.12,67,4,153,0,1016.7,2022-09-04,31
2022-09-04 22:00:00,20.61,66,2.61,150,0,1017.12,2022-09-04,31
2022-09-04 23:00:00,20.02,68,1.92,145,0,1017.44,2022-09-04,31
2022-09-05 00:00:00,20.59,78,1.82,142,0,1017.64,2022-09-05,32
2022-09-05 01:00:00,19.6,77,0.84,147,0,1017.63,2022-09-05,32
2022-09-05 02:00:00,18.85,78,0.68,155,0,1017.49,2022-09-05,32
2022-09-05 03:00:00,18.87,78,1.05,145,0,1017.45,2022-09-05,32
2022-09-05 04:00:00,19.8,74,1.44,135,0,1017.61,2022-09-05,32
2022-09-05 05:00:00,21.64,70,1.21,122,0,1017.88,2022-09-05,32
2022-09-05 06:00:00,23.8,63,1.68,121,0,1018.12,2022-09-05,32
2022-09-05 07:00:00,25.98,58,0.47,133,0,1018.39,2022-09-05,32
2022-09-05 08:00:00,27.83,51,0.3,169,0,1018.64,2022-09-05,32
2022-09-05 09:00:00,29.42,45,1.37,182,0,1018.65,2022-09-05,32
2022-09-05 10:00:00,30.55,42,2.53,172,0,1018.26,2022-09-05,32
2022-09-05 11:00:00,31.35,40,3.64,170,0,1017.63,2022-09-05,32
2022-09-05 12:00:00,31.46,39,3.81,168,0,1017.04,2022-09-05,32
2022-09-05 13:00:00,30.94,42,3.73,176,0,1016.57,2022-09-05,32
2022-09-05 14:00:00,29.64,46,3.93,178,0,1016.14,2022-09-05,32
2022-09-05 15:00:00,28.03,53,3.57,174,0,1015.81,2022-09-05,32
2022-09-05 16:00:00,26.45,60,3.1,173,0,1015.57,2022-09-05,32
2022-09-05 17:00:00,25.16,61,2.68,165,0,1015.43,2022-09-05,32
2022-09-05 18:00:00,24.22,60,2.58,160,0,1015.49,2022-09-05,32
2022-09-05 19:00:00,23.41,62,2.54,161,0,1015.89,2022-09-05,32
2022-09-05 20:00:00,22.59,65,2.44,160,0,1016.49,2022-09-05,32
2022-09-05 21:00:00,21.72,66,2.75,160,0,1016.97,2022-09-05,32
2022-09-05 22:00:00,20.97,68,3.39,165,0,1017.21,2022-09-05,32
2022-09-05 23:00:00,20.31,70,2.88,165,0,1017.34,2022-09-05,32
2022-09-06 00:00:00,20.57,77,2.54,166,0,1017.38,2022-09-06,33
2022-09-06 01:00:00,19.81,76,1.61,148,0,1017.31,2022-09-06,33
2022-09-06 02:00:00,19.21,77,0.8,135,0,1017.15,2022-09-06,33
2022-09-06 03:00:00,19.25,76,0.61,143,0,1017.04,2022-09-06,33
2022-09-06 04:00:00,20.1,73,0,180,0,1017,2022-09-06,33
2022-09-06 05:00:00,21.76,69,0.27,254,0,1017.01,2022-09-06,33
2022-09-06 06:00:00,23.67,63,0.95,236,0,1017.08,2022-09-06,33
2022-09-06 07:00:00,25.61,57,1.74,267,0,1017.32,2022-09-06,33
2022-09-06 08:00:00,27.38,50,2.03,282,0,1017.62,2022-09-06,33
2022-09-06 09:00:00,29.12,41,2.12,288,0,1017.69,2022-09-06,33
2022-09-06 10:00:00,30.61,33,1.92,285,0,1017.39,2022-09-06,33
2022-09-06 11:00:00,31.74,27,2.55,277,0,1016.85,2022-09-06,33
2022-09-06 12:00:00,32.1,23,2.71,268,0,1016.24,2022-09-06,33
2022-09-06 13:00:00,31.76,23,2.36,288,0,1015.52,2022-09-06,33
2022-09-06 14:00:00,30.73,24,2.13,288,0,1014.71,2022-09-06,33
2022-09-06 15:00:00,29.41,27,1.28,273,0,1014.09,2022-09-06,33
2022-09-06 16:00:00,28.06,30,0.77,251,0,1013.74,2022-09-06,33
2022-09-06 17:00:00,26.86,31,1.69,216,0,1013.57,2022-09-06,33
2022-09-06 18:00:00,25.82,33,4.27,196,0,1013.55,2022-09-06,33
2022-09-06 19:00:00,24.78,37,4.53,185,0,1013.72,2022-09-06,33
2022-09-06 20:00:00,23.7,42,4.11,177,0,1014.04,2022-09-06,33
2022-09-06 21:00:00,22.6,43,3.92,169,0,1014.35,2022-09-06,33
2022-09-06 22:00:00,21.62,43,4.78,169,0,1014.64,2022-09-06,33
2022-09-06 23:00:00,20.77,43,3.56,171,0,1014.91,2022-09-06,33
2022-09-07 00:00:00,20.07,49,3.18,171,0,1015.01,2022-09-07,34
2022-09-07 01:00:00,19.38,47,2.41,174,0,1014.79,2022-09-07,34
2022-09-07 02:00:00,18.81,48,1.94,171,0,1014.4,2022-09-07,34
2022-09-07 03:00:00,18.73,50,1.1,164,0,1014.16,2022-09-07,34
2022-09-07 04:00:00,19.46,50,1.08,180,0,1014.23,2022-09-07,34
2022-09-07 05:00:00,21.12,47,2.08,202,0,1014.45,2022-09-07,34
2022-09-07 06:00:00,23.16,42,2.59,222,0,1014.67,2022-09-07,34
2022-09-07 07:00:00,25.29,37,2.25,248,0,1014.94,2022-09-07,34
2022-09-07 08:00:00,27.22,32,2.54,261,0,1015.22,2022-09-07,34
2022-09-07 09:00:00,29,28,2.56,270,0,1015.24,2022-09-07,34
2022-09-07 10:00:00,30.34,25,2.18,264,0,1014.8,2022-09-07,34
2022-09-07 11:00:00,31.12,24,2.12,258,0,1014.1,2022-09-07,34
2022-09-07 12:00:00,31.19,25,2.16,261,0,1013.43,2022-09-07,34
2022-09-07 13:00:00,30.68,24,1.76,283,0,1012.83,2022-09-07,34
2022-09-07 14:00:00,29.65,26,1.72,288,0,1012.26,2022-09-07,34
2022-09-07 15:00:00,28.29,28,2.62,274,0,1011.86,2022-09-07,34
2022-09-07 16:00:00,26.84,30,2.14,261,0,1011.71,2022-09-07,34
2022-09-07 17:00:00,25.55,30,2.47,262,0,1011.73,2022-09-07,34
2022-09-07 18:00:00,24.58,31,2.71,249,0,1011.87,2022-09-07,34
2022-09-07 19:00:00,23.79,30,2.01,213,0,1012.16,2022-09-07,34
2022-09-07 20:00:00,23.07,31,1.63,198,0,1012.56,2022-09-07,34
2022-09-07 21:00:00,22.25,32,1.64,167,0,1012.94,2022-09-07,34
2022-09-07 22:00:00,21.42,34,1.83,180,0,1013.27,2022-09-07,34
2022-09-07 23:00:00,20.06,36,1.97,180,0,1013.57,2022-09-07,34
2022-09-08 00:00:00,19.33,40,1.75,211,0,1013.8,2022-09-08,35
2022-09-08 01:00:00,19.32,38,1.41,270,0,1013.9,2022-09-08,35
2022-09-08 02:00:00,20.25,39,1.2,270,0,1013.92,2022-09-08,35
2022-09-08 03:00:00,20.72,38,0.97,279,0,1013.99,2022-09-08,35
2022-09-08 04:00:00,20.95,37,0.67,275,0,1014.14,2022-09-08,35
2022-09-08 05:00:00,21.5,36,0.5,275,0,1014.35,2022-09-08,35
2022-09-08 06:00:00,22.71,32,0.76,274,0,1014.65,2022-09-08,35
2022-09-08 07:00:00,24.13,29,1.29,285,0,1015.18,2022-09-08,35
2022-09-08 08:00:00,25.46,27,2.67,295,0,1015.81,2022-09-08,35
2022-09-08 09:00:00,26.54,26,2.88,295,0,1016.21,2022-09-08,35
2022-09-08 10:00:00,27.24,27,3.15,305,0,1016.22,2022-09-08,35
2022-09-08 11:00:00,26.65,28,2.34,279,0,1016,2022-09-08,35
2022-09-08 12:00:00,25.81,37,3.18,263,0,1015.66,2022-09-08,35
2022-09-08 13:00:00,24.74,37,4.41,268,0,1015.16,2022-09-08,35
2022-09-08 14:00:00,24.3,40,4.09,283,0,1014.54,2022-09-08,35
2022-09-08 15:00:00,23.47,44,3.38,295,0,1014.08,2022-09-08,35
2022-09-08 16:00:00,22.49,46,2.51,270,0,1013.85,2022-09-08,35
2022-09-08 17:00:00,21.64,49,2.6,242,0,1013.78,2022-09-08,35
2022-09-08 18:00:00,21.06,46,1.89,228,0,1013.87,2022-09-08,35
2022-09-08 19:00:00,20.65,46,1.9,206,0,1014.22,2022-09-08,35
2022-09-08 20:00:00,20.26,45,3.43,184,0,1014.73,2022-09-08,35
2022-09-08 21:00:00,19.79,45,4.48,180,0,1015.15,2022-09-08,35
2022-09-08 22:00:00,19.39,48,4.83,180,0,1015.37,2022-09-08,35
2022-09-08 23:00:00,18.82,50,4.83,178,0,1015.5,2022-09-08,35
2022-09-09 00:00:00,19.21,62,4.87,177,0,1015.55,2022-09-09,36
2022-09-09 01:00:00,20.59,62,3.75,190,0,1015.47,2022-09-09,36
2022-09-09 02:00:00,22.5,63,3.03,180,0,1015.31,2022-09-09,36
2022-09-09 03:00:00,23.03,61,1.98,176,0,1015.25,2022-09-09,36
2022-09-09 04:00:00,22.64,59,1.58,159,0,1015.36,2022-09-09,36
2022-09-09 05:00:00,22.44,56,1.72,185,0,1015.57,2022-09-09,36
2022-09-09 06:00:00,23.29,50,2.38,222,0,1015.89,2022-09-09,36
2022-09-09 07:00:00,24.57,45,2.96,263,0,1016.44,2022-09-09,36
2022-09-09 08:00:00,25.9,40,3.28,274,0,1017.09,2022-09-09,36
2022-09-09 09:00:00,27.14,37,3.6,280,0,1017.46,2022-09-09,36
2022-09-09 10:00:00,28.18,35,3.68,278,0,1017.32,2022-09-09,36
2022-09-09 11:00:00,29.08,33,3.37,286,0,1016.89,2022-09-09,36
2022-09-09 12:00:00,29.5,32,3.85,293,0,1016.43,2022-09-09,36
2022-09-09 13:00:00,29.36,32,4.34,282,0,1015.94,2022-09-09,36
2022-09-09 14:00:00,28.46,34,4.12,289,0,1015.41,2022-09-09,36
2022-09-09 15:00:00,27.13,37,4.03,292,0,1015.06,2022-09-09,36
2022-09-09 16:00:00,25.6,39,3.94,291,0,1014.97,2022-09-09,36
2022-09-09 17:00:00,24.2,38,3.12,296,0,1015.07,2022-09-09,36
2022-09-09 18:00:00,23.03,38,0.13,304,0,1015.35,2022-09-09,36
2022-09-09 19:00:00,22.06,38,0.28,241,0,1015.89,2022-09-09,36
2022-09-09 20:00:00,21.09,42,1.43,180,0,1016.62,2022-09-09,36
2022-09-09 21:00:00,20.1,49,2.13,180,0,1017.34,2022-09-09,36
2022-09-09 22:00:00,19.15,58,2.48,180,0,1018.04,2022-09-09,36
2022-09-09 23:00:00,18.46,64,1.96,183,0,1018.72,2022-09-09,36
2022-09-10 00:00:00,17.91,68,1.47,182,0,1019.2,2022-09-10,37
2022-09-10 01:00:00,17.42,71,1.81,195,0,1019.32,2022-09-10,37
2022-09-10 02:00:00,16.99,76,2.42,190,0,1019.22,2022-09-10,37
2022-09-10 03:00:00,17.08,78,3.16,201,0,1019.18,2022-09-10,37
2022-09-10 04:00:00,17.88,75,3.52,199,0,1019.29,2022-09-10,37
2022-09-10 05:00:00,19.47,70,2.68,199,0,1019.45,2022-09-10,37
2022-09-10 06:00:00,21.38,58,2.33,202,0,1019.62,2022-09-10,37
2022-09-10 07:00:00,23.45,48,2.72,208,0,1019.9,2022-09-10,37
2022-09-10 08:00:00,25.3,39,2.64,228,0,1020.2,2022-09-10,37
2022-09-10 09:00:00,26.97,35,2.62,237,0,1020.19,2022-09-10,37
2022-09-10 10:00:00,28.27,33,3.15,228,0,1019.68,2022-09-10,37
2022-09-10 11:00:00,29.26,33,2.97,219,0,1018.86,2022-09-10,37
2022-09-10 12:00:00,29.76,36,2.84,217,0,1018,2022-09-10,37
2022-09-10 13:00:00,29.7,37,3.59,226,0,1017.07,2022-09-10,37
2022-09-10 14:00:00,28.86,43,4.42,211,0,1016.1,2022-09-10,37
2022-09-10 15:00:00,27.31,50,4.62,198,0,1015.41,2022-09-10,37
2022-09-10 16:00:00,25.36,59,5.52,186,0,1015.17,2022-09-10,37
2022-09-10 17:00:00,23.5,68,6.19,182,0,1015.22,2022-09-10,37
2022-09-10 18:00:00,22.2,75,6.1,180,0,1015.39,2022-09-10,37
2022-09-10 19:00:00,21.5,78,6.23,176,0,1015.69,2022-09-10,37
2022-09-10 20:00:00,21.18,81,5.95,172,0,1016.13,2022-09-10,37
2022-09-10 21:00:00,20.93,80,5.41,172,0,1016.52,2022-09-10,37
2022-09-10 22:00:00,20.6,78,3.72,163,0,1016.87,2022-09-10,37
2022-09-10 23:00:00,20.06,79,2.48,157,0,1017.17,2022-09-10,37
2022-09-11 00:00:00,19.51,82,2.06,155,0,1017.29,2022-09-11,38
2022-09-11 01:00:00,19.06,84,1.29,126,0,1017.08,2022-09-11,38
2022-09-11 02:00:00,19.02,83,0.88,127,0,1016.68,2022-09-11,38
2022-09-11 03:00:00,19.44,81,1.26,144,0,1016.39,2022-09-11,38
2022-09-11 04:00:00,20.4,75,1.4,151,0,1016.33,2022-09-11,38
2022-09-11 05:00:00,21.9,69,1.31,140,0,1016.38,2022-09-11,38
2022-09-11 06:00:00,23.77,63,1.11,143,0,1016.45,2022-09-11,38
2022-09-11 07:00:00,25.83,57,1.08,158,0,1016.61,2022-09-11,38
2022-09-11 08:00:00,27.8,52,1.33,167,0,1016.81,2022-09-11,38
2022-09-11 09:00:00,29.54,48,1.49,171,0,1016.77,2022-09-11,38
2022-09-11 10:00:00,30.88,45,2.03,170,0,1016.36,2022-09-11,38
2022-09-11 11:00:00,32.05,43,2.7,169,0,1015.73,2022-09-11,38
2022-09-11 12:00:00,32.68,37,3.49,171,0,1015.02,2022-09-11,38
2022-09-11 13:00:00,32.68,38,3.72,188,0,1014.2,2022-09-11,38
2022-09-11 14:00:00,31.59,41,4.41,182,0,1013.3,2022-09-11,38
2022-09-11 15:00:00,29.71,47,4.75,173,0,1012.62,2022-09-11,38
2022-09-11 16:00:00,27.37,54,5.66,168,0,1012.25,2022-09-11,38
2022-09-11 17:00:00,25.14,62,6.15,171,0,1012.08,2022-09-11,38
2022-09-11 18:00:00,23.47,66,6.71,171,0,1012.13,2022-09-11,38
2022-09-11 19:00:00,22.47,65,6.97,172,0,1012.49,2022-09-11,38
2022-09-11 20:00:00,21.89,66,7.22,170,0,1013.07,2022-09-11,38
2022-09-11 21:00:00,21.38,64,6.28,167,0,1013.53,2022-09-11,38
2022-09-11 22:00:00,20.8,63,4.21,161,0,1013.79,2022-09-11,38
2022-09-11 23:00:00,20.24,65,3.59,156,0,1013.95,2022-09-11,38
2022-09-12 00:00:00,19.81,67,2.28,154,0,1013.96,2022-09-12,39
2022-09-12 01:00:00,19.47,68,2.2,135,0,1013.75,2022-09-12,39
2022-09-12 02:00:00,19.18,72,2,165,0,1013.4,2022-09-12,39
2022-09-12 03:00:00,19.3,74,2.12,155,0,1013.14,2022-09-12,39
2022-09-12 04:00:00,20.08,72,2.83,163,0,1013.05,2022-09-12,39
2022-09-12 05:00:00,21.81,67,3.18,164,0,1013.05,2022-09-12,39
2022-09-12 06:00:00,24.02,59,3.89,160,0,1013.12,2022-09-12,39
2022-09-12 07:00:00,26.52,52,3.57,160,0,1013.38,2022-09-12,39
2022-09-12 08:00:00,28.77,46,2.77,164,0,1013.72,2022-09-12,39
2022-09-12 09:00:00,30.65,42,2.86,169,0,1013.79,2022-09-12,39
2022-09-12 10:00:00,31.9,39,2.7,165,0,1013.42,2022-09-12,39
2022-09-12 11:00:00,33.04,38,3.49,174,0,1012.78,2022-09-12,39
2022-09-12 12:00:00,33.55,31,3.99,171,0,1012.09,2022-09-12,39
2022-09-12 13:00:00,33.39,31,4.32,156,0,1011.3,2022-09-12,39
2022-09-12 14:00:00,31.99,35,5.76,171,0,1010.45,2022-09-12,39
2022-09-12 15:00:00,29.93,40,6.33,172,0,1009.86,2022-09-12,39
2022-09-12 16:00:00,27.67,42,6.67,170,0,1009.61,2022-09-12,39
2022-09-12 17:00:00,25.7,47,6.73,172,0,1009.62,2022-09-12,39
2022-09-12 18:00:00,24.4,51,6.69,170,0,1009.91,2022-09-12,39
2022-09-12 19:00:00,23.72,52,6.18,166,0,1010.7,2022-09-12,39
2022-09-12 20:00:00,23.36,54,4.35,166,0,1011.78,2022-09-12,39
2022-09-12 21:00:00,23.02,55,2.84,162,0,1012.52,2022-09-12,39
2022-09-12 22:00:00,22.89,56,1.23,195,0,1012.62,2022-09-12,39
2022-09-12 23:00:00,23.03,57,2.5,125,0,1012.38,2022-09-12,39
2022-09-13 00:00:00,23.51,72,0.81,180,0,1012.07,2022-09-13,40
2022-09-13 01:00:00,23.9,72,0.53,180,0,1011.71,2022-09-13,40
2022-09-13 02:00:00,23.87,75,1.06,129,0,1011.27,2022-09-13,40
2022-09-13 03:00:00,23.1,76,0.86,198,0,1010.95,2022-09-13,40
2022-09-13 04:00:00,22.96,73,0.25,174,0,1010.81,2022-09-13,40
2022-09-13 05:00:00,23.65,69,3.15,153,0,1010.79,2022-09-13,40
2022-09-13 06:00:00,25.47,65,1.28,167,0,1010.86,2022-09-13,40
2022-09-13 07:00:00,26.51,63,0.82,158,0,1011.04,2022-09-13,40
2022-09-13 08:00:00,27.09,63,4.24,229,0,1011.31,2022-09-13,40
2022-09-13 09:00:00,27.34,63,1.22,228,0,1011.61,2022-09-13,40
2022-09-13 10:00:00,26.92,67,0.89,61,0,1012.02,2022-09-13,40
2022-09-13 11:00:00,26.04,72,0.04,227,1.7,1012.46,2022-09-13,40
2022-09-13 12:00:00,24.81,79,4.71,155,4.5,1012.65,2022-09-13,40
2022-09-13 13:00:00,23.56,85,2.59,146,1.9,1012.42,2022-09-13,40
2022-09-13 14:00:00,22.51,90,2.37,100,2.4,1011.95,2022-09-13,40
2022-09-13 15:00:00,21.48,94,4.75,100,1.5,1011.47,2022-09-13,40
2022-09-13 16:00:00,20.7,96,4.82,110,0,1010.98,2022-09-13,40
2022-09-13 17:00:00,20.27,95,2.3,103,0,1010.49,2022-09-13,40
2022-09-13 18:00:00,20.19,93,0.17,110,0,1010.22,2022-09-13,40
2022-09-13 19:00:00,20.27,90,3.49,315,0,1010.35,2022-09-13,40
2022-09-13 20:00:00,20.25,88,1.72,327,0,1010.7,2022-09-13,40
2022-09-13 21:00:00,19.96,88,0.84,60,0,1011.05,2022-09-13,40
2022-09-13 22:00:00,19.43,89,0.98,56,0,1011.37,2022-09-13,40
2022-09-13 23:00:00,18.98,90,0.1,45,0,1011.68,2022-09-13,40
2022-09-14 00:00:00,18.71,91,0.43,21,6.7,1011.79,2022-09-14,41
2022-09-14 01:00:00,18.57,91,0.44,24,0,1011.54,2022-09-14,41
2022-09-14 02:00:00,18.44,92,1.18,90,9.9,1011.09,2022-09-14,41
2022-09-14 03:00:00,18.46,93,1.34,90,7.9,1010.78,2022-09-14,41
2022-09-14 04:00:00,19.49,88,0.74,108,0,1010.75,2022-09-14,41
2022-09-14 05:00:00,20.95,82,0.48,198,0,1010.86,2022-09-14,41
2022-09-14 06:00:00,22.72,75,0.12,270,0,1011,2022-09-14,41
2022-09-14 07:00:00,23.82,71,0.31,230,0,1011.2,2022-09-14,41
2022-09-14 08:00:00,24.84,67,1.11,257,0,1011.43,2022-09-14,41
2022-09-14 09:00:00,25.92,62,1.58,284,0,1011.51,2022-09-14,41
2022-09-14 10:00:00,26.9,58,2.28,286,0,1011.35,2022-09-14,41
2022-09-14 11:00:00,27.71,54,1.62,285,0,1011.03,2022-09-14,41
2022-09-14 12:00:00,28.14,51,1.62,278,0,1010.63,2022-09-14,41
2022-09-14 13:00:00,28.04,50,1.06,250,0,1010.05,2022-09-14,41
2022-09-14 14:00:00,27.28,51,2.27,222,0,1009.38,2022-09-14,41
2022-09-14 15:00:00,25.89,55,3.26,210,0,1008.94,2022-09-14,41
2022-09-14 16:00:00,24.41,59,3.97,204,0,1008.86,2022-09-14,41
2022-09-14 17:00:00,23.19,63,4.24,199,0,1009.01,2022-09-14,41
2022-09-14 18:00:00,22.36,66,3.16,199,0,1009.31,2022-09-14,41
2022-09-14 19:00:00,21.79,68,2.82,180,0,1009.84,2022-09-14,41
2022-09-14 20:00:00,21.28,70,3.2,171,0,1010.52,2022-09-14,41
2022-09-14 21:00:00,20.66,72,3.23,167,0,1011.05,2022-09-14,41
2022-09-14 22:00:00,20.08,74,2.63,171,0,1011.29,2022-09-14,41
